iter	RMSE
256	3.585675256
257	3.58458908
258	3.579979096
259	3.579979096
260	3.579979096
261	3.579977767
262	3.576743042
263	3.574473259
264	3.568852727
265	3.567260032
266	3.567260032
267	3.567260032
268	3.562035022
269	3.562035022
270	3.559598931
271	3.556598662
272	3.550494007
273	3.550494007
274	3.54740557
275	3.545147689
276	3.544054823
277	3.540514618
278	3.536829399
279	3.536801525
280	3.535186778
281	3.534255285
282	3.530693841
283	3.530693841
284	3.530693841
285	3.529214634
286	3.526677563
287	3.525354582
288	3.523740414
289	3.519226187
290	3.513386802
291	3.512131664
292	3.512119639
293	3.50897755
294	3.50454516
295	3.502282401
296	3.496162115
297	3.496162115
298	3.494920549
299	3.492495049
300	3.488104583
301	3.486425525
302	3.486425525
303	3.4858802
304	3.485855053
305	3.483835391
306	3.481602356
307	3.478575249
308	3.476691094
309	3.475364443
310	3.475364443
311	3.472904096
312	3.465894864
313	3.465894864
314	3.462057598
315	3.456015188
316	3.456015188
317	3.455983659
318	3.455982842
319	3.451758406
320	3.447943197
321	3.447943197
322	3.442375311
323	3.440448081
324	3.438594592
325	3.436109247
326	3.434152353
327	3.431405759
328	3.42977415
329	3.4269982
330	3.426997049
331	3.426960274
332	3.421215967
333	3.419413515
334	3.416858383
335	3.412827088
336	3.412827088
337	3.411082528
338	3.406141573
339	3.40352129
340	3.400818885
341	3.395960382
342	3.394414788
343	3.394124494
344	3.393013049
345	3.386858793
346	3.380993073
347	3.375433595
348	3.372533894
349	3.370144126
350	3.364359885
351	3.361551503
352	3.36076313
353	3.357210732
354	3.353292711
355	3.350466386
356	3.35043143
357	3.344004477
358	3.343996842
359	3.34182575
360	3.34182575
361	3.341807387
362	3.341807386
363	3.340181322
364	3.33900745
365	3.334522991
366	3.328704369
367	3.326864225
368	3.321127248
369	3.321123522
370	3.316868756
371	3.314446928
372	3.308822131
373	3.303239036
374	3.303239036
375	3.30310309
376	3.30036035
377	3.297380582
378	3.293795508
379	3.29148838
380	3.289648967
381	3.288750952
382	3.283203285
383	3.279261927
384	3.275162073
385	3.272181716
386	3.269148553
387	3.265365496
388	3.264207216
389	3.263152431
390	3.262089721
391	3.259528167
392	3.259528167
393	3.256160323
394	3.256152977
395	3.252652999
396	3.251782681
397	3.249977385
398	3.246993819
399	3.242987941
400	3.242987941
401	3.240010665
402	3.240000325
403	3.235333656
404	3.2317486
405	3.230116115
406	3.226474703
407	3.226474703
408	3.222483878
409	3.22129199
410	3.218677036
411	3.216294979
412	3.216294979
413	3.212098329
414	3.210590153
415	3.210590153
416	3.208315154
417	3.204252862
418	3.201655741
419	3.198428765
420	3.195753857
421	3.193036421
422	3.188883528
423	3.187641856
424	3.184721159
425	3.18135202
426	3.18135202
427	3.178043899
428	3.178042022
429	3.176893594
430	3.174356412
431	3.171275682
432	3.167334234
433	3.167334222
434	3.167331433
435	3.164552149
436	3.164522217
437	3.164522217
438	3.164522217
439	3.164522217
440	3.162561126
441	3.162561126
442	3.160118045
443	3.157452445
444	3.153679457
445	3.153674597
446	3.153674597
447	3.150307564
448	3.147854769
449	3.145852677
450	3.143602929
451	3.143602929
452	3.139689516
453	3.136124429
454	3.132466736
455	3.127926439
456	3.124834452
457	3.122582047
458	3.122582047
459	3.120142973
460	3.117472486
461	3.113934712
462	3.113934712
463	3.111313741
464	3.111309311
465	3.110074889
466	3.110074889
467	3.10801743
468	3.106443457
469	3.102790734
470	3.101234099
471	3.098504897
472	3.098504897
473	3.095994413
474	3.092415361
475	3.090120761
476	3.090120761
477	3.087857943
478	3.08603398
479	3.083266318
480	3.0798095
481	3.078573704
482	3.078573704
483	3.078568487
484	3.078568487
485	3.075921227
486	3.074699662
487	3.074699662
488	3.070536221
489	3.067779136
490	3.065466328
491	3.059658604
492	3.056839014
493	3.055216144
494	3.055216144
495	3.052689665
496	3.050400052
497	3.04823554
498	3.045375579
499	3.045375579
500	3.043264607
501	3.041872471
502	3.039838384
503	3.037481927
504	3.034759094
505	3.032518019
506	3.028726293
507	3.026305072
508	3.026305072
509	3.02628951
510	3.022910985
511	3.019305997
512	3.015976457
513	3.014075594
514	3.009899888
515	3.007178234
516	3.004188453
517	3.002289767
518	3.00228864
519	3.000284907
520	2.998325119
521	2.998325119
522	2.996031014
523	2.993266606
524	2.993266606
525	2.993266606
526	2.992494308
527	2.992494308
528	2.99249245
529	2.992492444
530	2.991502223
531	2.989774906
532	2.987391058
533	2.983696568
534	2.982576171
535	2.980102908
536	2.977304467
537	2.974369674
538	2.972342405
539	2.972340858
540	2.969592191
541	2.966446502
542	2.966406475
543	2.965379235
544	2.964213621
545	2.964212097
546	2.964004359
547	2.960739295
548	2.960736847
549	2.960736847
550	2.956503951
551	2.953954455
552	2.950522199
553	2.949136173
554	2.949136173
555	2.949136173
556	2.946918936
557	2.942692426
558	2.942690637
559	2.941131437
560	2.93791806
561	2.93791806
562	2.937323147
563	2.937323147
564	2.933746436
565	2.931380004
566	2.930188907
567	2.928241682
568	2.925646315
569	2.923449278
570	2.919871064
571	2.917971184
572	2.917096458
573	2.914895319
574	2.91212676
575	2.909011556
576	2.906306898
