iter	RMSE
131	3.209310744
132	3.208063119
133	3.207720424
134	3.20639656
135	3.20568237
136	3.205194287
137	3.204006371
138	3.203242906
139	3.202151274
140	3.201449287
141	3.201007397
142	3.199610487
143	3.198857886
144	3.197542227
145	3.196862559
146	3.195854709
147	3.195068509
148	3.193992627
149	3.19328813
150	3.192322826
151	3.191386444
152	3.190776977
153	3.190330061
154	3.189619469
155	3.188900972
156	3.188197089
157	3.187524359
158	3.186967119
159	3.18649409
160	3.186146144
161	3.185082564
162	3.183914166
163	3.183481485
164	3.182943417
165	3.182499833
166	3.181279602
167	3.180796811
168	3.180454885
169	3.179261721
170	3.178971543
171	3.178460949
172	3.177922626
173	3.176828974
174	3.175664517
175	3.17528628
176	3.174778635
177	3.174062562
178	3.172873808
179	3.172085073
180	3.171347554
181	3.170967479
182	3.170015601
183	3.16959443
184	3.168730389
185	3.167769802
186	3.167304011
187	3.166460926
188	3.165349545
189	3.164621688
190	3.163918427
191	3.163329335
192	3.162476893
193	3.161653673
194	3.161208433
195	3.160159431
196	3.15971344
197	3.159202163
198	3.158448997
199	3.158139292
200	3.157864562
201	3.157532581
202	3.157246801
203	3.156588533
204	3.155944771
205	3.155655862
206	3.15469114
207	3.15380177
208	3.153184183
209	3.152891964
210	3.152269472
211	3.151939254
212	3.151099322
213	3.150825652
214	3.149969049
215	3.149739472
216	3.149322643
217	3.148513069
218	3.147863923
219	3.147104232
220	3.146827179
221	3.146178594
222	3.146019412
223	3.145295126
224	3.144597201
225	3.144411146
226	3.143655637
227	3.143314187
228	3.142662224
229	3.14218081
230	3.14198811
231	3.141568989
232	3.140853737
233	3.140665033
234	3.140078983
235	3.139558979
236	3.138742529
237	3.138140927
238	3.137608811
239	3.137371416
240	3.136764303
241	3.136477256
242	3.136329123
243	3.135862351
244	3.135469723
245	3.134917467
246	3.134432706
247	3.134015365
248	3.133633919
249	3.133473449
250	3.1328444
251	3.132434919
252	3.13195656
253	3.131731536
254	3.131293326
255	3.13085557
256	3.13070122
257	3.130359787
258	3.129848243
259	3.129299562
260	3.128879653
261	3.128489362
262	3.128033856
263	3.127927508
264	3.127611393
265	3.127083634
266	3.126829087
267	3.126540445
268	3.12615203
269	3.125711988
270	3.125361647
271	3.124928224
272	3.124514446
273	3.124308736
274	3.124157226
275	3.123653655
276	3.123260264
277	3.12312842
278	3.122970038
279	3.122300125
280	3.121743723
281	3.121600428
282	3.121272374
283	3.121044723
284	3.120668388
285	3.120522147
286	3.120025764
287	3.119630474
288	3.1191321
289	3.118910779
290	3.118784104
291	3.118659978
292	3.118246262
293	3.118108026
294	3.117946512
295	3.117419911
296	3.116957503
297	3.116613618
298	3.116356184
299	3.115913442
300	3.115474224
301	3.115107008
302	3.114936085
303	3.114664809
304	3.114401565
305	3.114261424
306	3.114154329
307	3.114029073
308	3.11380979
309	3.113687061
310	3.113585291
311	3.113131747
312	3.112806057
313	3.112468409
314	3.11210193
315	3.111765955
316	3.111625063
317	3.111298438
318	3.110982417
319	3.110859213
320	3.110429498
321	3.110307144
322	3.109968697
323	3.109700373
324	3.109546678
325	3.10908852
326	3.108878605
327	3.108757259
328	3.108396621
329	3.107999296
330	3.107870364
331	3.107605643
332	3.107238808
333	3.107061954
334	3.106644772
335	3.106352195
336	3.106220941
337	3.105915704
338	3.105718524
339	3.105627645
340	3.105456835
341	3.105033469
342	3.104753094
343	3.104446212
344	3.10430011
345	3.104069334
346	3.103872202
347	3.103552192
348	3.103447367
349	3.103298531
350	3.102925174
351	3.102575487
352	3.102450326
353	3.102186365
354	3.101879049
355	3.101630874
356	3.101510133
357	3.101266453
358	3.101119441
359	3.100932307
360	3.100694089
361	3.100514667
362	3.10038366
363	3.100116648
364	3.099890187
365	3.099813942
366	3.099739416
367	3.099441803
368	3.099200583
369	3.098957166
370	3.098895178
371	3.098785848
372	3.098573366
373	3.098349595
374	3.098087483
375	3.09795512
376	3.097850584
377	3.097604307
378	3.097545888
379	3.097221824
380	3.096957044
381	3.096878181
382	3.096618051
383	3.096412153
384	3.096054462
385	3.095792962
386	3.095456132
387	3.095322133
388	3.095235925
389	3.094944145
390	3.094701274
391	3.094605417
392	3.094363213
393	3.094159523
394	3.093937554
395	3.093635618
396	3.093393976
397	3.093185254
398	3.092847352
399	3.092628718
400	3.092338866
401	3.092090225
402	3.091894025
403	3.091624223
404	3.091485293
405	3.091310731
406	3.091111412
407	3.090840962
408	3.090553104
409	3.09044347
410	3.090216768
411	3.090054131
412	3.08986615
413	3.089579299
414	3.089427322
415	3.089349599
416	3.089182136
417	3.088990135
418	3.088806602
419	3.088713981
420	3.088366822
421	3.088234405
422	3.08807655
423	3.087914234
424	3.087707156
425	3.087532005
426	3.08739716
427	3.087230596
428	3.08715587
429	3.086930406
430	3.086747288
431	3.086607346
432	3.0864705
433	3.086236564
434	3.086159173
435	3.086034833
436	3.085784338
437	3.085703834
438	3.085514521
439	3.085389487
440	3.085217511
441	3.085155385
442	3.08498258
443	3.084746405
444	3.084534274
445	3.084386129
446	3.084219218
447	3.083989699
448	3.08386874
449	3.083736884
450	3.083566593
451	3.083351776
452	3.08313632
453	3.083036973
454	3.082783704
455	3.082660912
456	3.082444105
457	3.082364192
458	3.082260058
459	3.082165643
460	3.082114983
461	3.082011358
462	3.081860919
463	3.081748047
464	3.081524856
465	3.081335468
466	3.081224442
467	3.081033465
468	3.080958418
469	3.080758487
470	3.080665141
471	3.08058004
472	3.080372441
473	3.080137455
474	3.080017456
475	3.079861004
476	3.079695001
477	3.079483356
478	3.07926175
479	3.079006513
480	3.078869673
481	3.078796345
482	3.078676487
483	3.07857955
484	3.07850006
485	3.078375653
486	3.07824185
487	3.078151729
488	3.078102044
489	3.077871045
490	3.077781164
491	3.077546709
492	3.077473341
493	3.077414198
494	3.077334498
495	3.077143732
496	3.07692536
497	3.076730661
498	3.076565298
499	3.076399562
500	3.076243273
501	3.076185479
502	3.076015027
503	3.075953598
504	3.075889032
505	3.075785886
506	3.075547959
507	3.07535735
508	3.075097056
509	3.074950574
510	3.074821918
511	3.074745289
512	3.074641195
513	3.074522872
514	3.074412865
515	3.074317601
516	3.074208406
517	3.074158246
518	3.073996676
519	3.073936649
520	3.073713883
521	3.073529379
522	3.073459377
523	3.07331579
524	3.073229369
525	3.073142487
526	3.072901893
527	3.072829969
528	3.072729801
529	3.072568847
530	3.072419274
531	3.072304216
532	3.072230901
533	3.072147188
534	3.071995693
535	3.07184347
536	3.071723758
537	3.071567817
538	3.071373628
539	3.071323606
540	3.071205871
541	3.071016818
542	3.070908517
543	3.070733636
544	3.070587342
545	3.070500353
546	3.070341642
547	3.070210493
548	3.070170596
549	3.070024117
550	3.069821955
551	3.069669209
552	3.069572591
553	3.069488844
554	3.069326727
555	3.069232835
556	3.069148506
557	3.068925435
558	3.068770165
559	3.068619664
560	3.068487947
561	3.068408733
562	3.068295157
563	3.068139555
564	3.068061315
565	3.067954721
566	3.067751515
567	3.067631787
568	3.067559436
569	3.067356806
570	3.067233127
571	3.067118522
572	3.066968195
573	3.066798967
574	3.06664831
575	3.066539083
576	3.066414202
577	3.066265302
578	3.066178066
579	3.066039805
580	3.065833429
581	3.065675615
582	3.065631065
583	3.065475291
584	3.065350981
585	3.065182706
586	3.065016339
587	3.064903832
588	3.064657998
589	3.064602733
590	3.064495965
591	3.064317927
592	3.064211393
593	3.064066823
594	3.06391855
595	3.063786523
596	3.063624286
597	3.063512842
598	3.063373086
599	3.063199004
600	3.06312877
601	3.063049147
602	3.062942315
603	3.062884412
604	3.062831142
605	3.062778421
606	3.062705858
607	3.062532128
608	3.062460623
609	3.062335176
610	3.06225033
611	3.062173053
612	3.062124847
613	3.062025222
614	3.061967999
615	3.061912043
616	3.061744656
617	3.061649594
618	3.061425147
619	3.061321266
620	3.061257558
621	3.061098251
622	3.060944723
623	3.060828229
624	3.060767071
625	3.060623792
626	3.060529765
627	3.06035143
628	3.06019664
629	3.060148664
630	3.06004911
631	3.05988805
632	3.059750341
633	3.059650927
634	3.059568155
635	3.059405326
636	3.059189911
637	3.059084166
638	3.059006568
639	3.058966478
640	3.058853515
641	3.058782825
642	3.058673203
643	3.058628808
644	3.058491339
645	3.058347966
646	3.058234801
647	3.058077795
648	3.057986885
649	3.057819708
650	3.057718276
651	3.05759451
652	3.057456254
653	3.057265694
654	3.057101608
655	3.056959662
656	3.056800048
657	3.056768938
658	3.056681838
659	3.056563007
660	3.056418055
661	3.056323988
662	3.056224569
663	3.056099691
664	3.055992711
665	3.055922955
666	3.055839562
667	3.05573015
668	3.055585659
669	3.055534326
670	3.055439135
671	3.055337741
672	3.055258319
673	3.055136666
674	3.054991102
675	3.054863211
676	3.054710915
677	3.054636351
678	3.054479048
679	3.054389785
680	3.054236199
681	3.054140573
682	3.054003676
683	3.053864469
684	3.05370026
685	3.053614196
686	3.053551235
687	3.053505065
688	3.053432667
689	3.053320902
690	3.053167145
691	3.053055084
692	3.052936948
693	3.052868602
694	3.052742826
695	3.05255306
696	3.052493801
697	3.052408266
698	3.052319784
699	3.052121894
700	3.051959325
701	3.051835897
702	3.051748895
703	3.051595803
704	3.051432802
705	3.051387069
706	3.051253654
707	3.051209632
708	3.051142345
709	3.051002559
710	3.050916371
711	3.050778948
712	3.050658879
713	3.050562078
714	3.050450877
715	3.050394091
716	3.050295357
717	3.050215159
718	3.050133665
719	3.050053444
720	3.049936429
721	3.049811857
722	3.049721311
723	3.049640066
724	3.049566101
725	3.04947183
726	3.049346935
727	3.04918745
728	3.049129656
729	3.049094917
730	3.048991315
731	3.048890762
732	3.048784888
733	3.04873316
734	3.048546765
735	3.048421036
736	3.048356009
737	3.048210969
738	3.048094072
739	3.047997031
740	3.047847107
741	3.047703722
742	3.047551579
743	3.047379074
744	3.047338088
745	3.04728233
746	3.047101373
747	3.046986868
748	3.046859954
749	3.046773682
750	3.046711373
751	3.046565774
752	3.046405443
753	3.046348687
754	3.046302727
755	3.046262862
756	3.046185306
757	3.046054268
758	3.045966159
759	3.045815044
760	3.045671738
761	3.045574629
762	3.045524552
763	3.045415907
764	3.045242518
765	3.045192601
766	3.045152334
767	3.045047904
768	3.044953678
769	3.044893757
770	3.044756074
771	3.044647296
772	3.044567653
773	3.044486078
774	3.044407188
775	3.044360692
776	3.044216936
777	3.044136468
778	3.044074799
779	3.043955666
780	3.043819439
781	3.04370044
782	3.043521306
783	3.043434606
784	3.043320524
785	3.043133735
786	3.043068266
787	3.042981072
788	3.042902572
789	3.042835176
790	3.04276444
791	3.042671446
792	3.042567483
793	3.042521513
794	3.042366005
795	3.042331023
796	3.042287142
797	3.042206939
798	3.042176409
799	3.042044737
800	3.041966541
801	3.041875177
802	3.041774722
803	3.04165583
804	3.041570182
805	3.041419416
806	3.041366831
807	3.041242286
808	3.041101814
809	3.040977105
810	3.040882283
811	3.040813749
812	3.040732608
813	3.040684633
814	3.040637278
815	3.040477289
816	3.040320273
817	3.040172641
818	3.040085192
819	3.039953618
820	3.039893056
821	3.039838602
822	3.039733274
823	3.03968312
824	3.039599973
825	3.039459757
826	3.039286595
827	3.039174237
828	3.039058385
829	3.038977869
830	3.03883547
831	3.038731061
832	3.038512546
833	3.038398686
834	3.038265924
835	3.038136416
836	3.03804118
837	3.037964055
838	3.037902543
839	3.03775724
840	3.037674254
841	3.037600659
842	3.037509027
843	3.037369013
844	3.037298974
845	3.037234784
846	3.03710913
847	3.037001735
848	3.03692112
849	3.036887114
850	3.036802721
851	3.036716923
852	3.036665947
853	3.036556525
854	3.036458233
855	3.03636004
856	3.036230541
857	3.036146791
858	3.036089441
859	3.035980099
860	3.03583669
861	3.035734008
862	3.035591349
863	3.035550301
864	3.035409873
865	3.035306863
866	3.03519582
867	3.035028871
868	3.034905954
869	3.034819145
870	3.034719776
871	3.034659403
872	3.034537846
873	3.03446033
874	3.034334038
875	3.034301647
876	3.034166873
877	3.034049869
878	3.033994076
879	3.033924626
880	3.033862205
881	3.033845672
882	3.033748555
883	3.033714815
884	3.03364751
885	3.033504275
886	3.033386757
887	3.033334294
888	3.033271613
889	3.033178473
890	3.033075334
891	3.033005661
892	3.032935567
893	3.032812651
894	3.032709583
895	3.032621686
896	3.032558772
897	3.03241074
898	3.032364816
899	3.032280336
900	3.0322076
901	3.032154599
902	3.032053154
903	3.03193631
904	3.031815662
905	3.031651034
906	3.031564509
907	3.031402105
908	3.031282341
909	3.031137633
910	3.031059892
911	3.030992558
912	3.030881516
913	3.030847637
914	3.030815708
915	3.030792111
916	3.030669258
917	3.030589597
918	3.030561059
919	3.030516372
920	3.030465662
921	3.030392768
922	3.030297575
923	3.030262456
924	3.030199716
925	3.030120621
926	3.029993643
927	3.029932213
928	3.029865701
929	3.029790284
930	3.029732638
931	3.02965925
932	3.029543657
933	3.029494219
934	3.029431863
935	3.029382494
936	3.029304948
937	3.029163323
938	3.029114855
939	3.029088032
940	3.029003841
941	3.028908196
942	3.028819205
943	3.028716383
944	3.028640137
945	3.028607918
946	3.028475097
947	3.028381044
948	3.028345612
949	3.028251778
950	3.0282139
951	3.028118831
952	3.02801954
953	3.027934634
954	3.027885429
955	3.027835743
956	3.0277205
957	3.027586268
958	3.027506133
959	3.027356061
960	3.027321208
961	3.027260312
962	3.027195331
963	3.027115479
964	3.027072343
965	3.027029512
966	3.026925649
967	3.026900378
968	3.026845615
969	3.026698735
970	3.026631687
971	3.026532111
972	3.026419844
973	3.026380336
974	3.026309228
975	3.026205846
976	3.026078924
977	3.026024642
978	3.02594644
979	3.025850536
980	3.025780485
981	3.025694705
982	3.025633632
983	3.025577561
984	3.025488722
985	3.025432278
986	3.025380755
987	3.025327033
988	3.025264201
989	3.025180073
990	3.025087457
991	3.025052789
992	3.024981879
993	3.024792687
994	3.024736115
995	3.02465971
996	3.024552581
997	3.024525953
998	3.024444598
999	3.02429215
